CODE,NOM,DCI1,DOSAGE1,UNITE_DOSAGE1,FORME,PRESENTATION,PPV,PH,PRIX_BR,PRINCEPS_GENERIQUE,TAUX_REMBOURSEMENT
6118001250974,PRISDAL,RISPERIDONE,4,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE, 517.00   , 342.00   , 517.00   ,G,70%
6118000050063,OXIDEN,PIROXICAM,20,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE, 51.40   , 32.00   , 51.40   ,G,70%
6118001230297,PACLITAXEL PHARMACHEMIE 6MG/ML,PACLITAXEL,100,MG,CONCENTRE POUR SOLUTION POUR PERFUSION,1 FLACON 16.7 ML, 823.00   , 547.00   , 823.00   ,G,70%
6118001181346,HEXABRIX,IOXAGLATE DE SODIUM ET DE MEGLUMINE,320,MG,SOLUTION INJECTABLE,1 FLACON 100 ML, 674.10   , 445.90   , 674.10   ,P,0%
6118001140602,GAVISCON,ALGINATE DE SODIUM / BICARBONATE DE SODIUM ADULTE,500 / 267,MG / MG,SUSPENSION BUVABLE,1 FLACON 250 ML, 35.20   , -     , 35.20   ,P,0%
6118000012801,PAROXETINE WIN,PAROXETINE,20,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME PELLICULE SECABLE, 132.00   , 82.20   , 132.00   ,G,70%
6118000280019,LIBRAX,CLIDINIUM / CHLORDIAZEPOXIDE,2.5 / 5,MG / MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME, 21.00   , 13.90   , 21.00   ,P,0%
6118001071678,DONZEP 10 MG,DONEPEZIL,10,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE, 506.00   , 335.00   , 506.00   ,G,70%
6118001050574,TILCOTIL,TENOXICAM,20,MG,LYOPHILISAT POUR SOLUTION INJECTABLE,1 AMPOULE 2 ML, 22.70   , 15.00   , 22.70   ,P,70%
6118001150311,TEMGESIC,BUPRENORPHINE,0.3,MG/ML,SOLUTION INJECTABLE,1 BOITE 10 AMPOULE INJECTABLE, 258.00   , 160.80   , 258.00   ,P,70%
6118000330011,LOSARTAN GT,LOSARTAN,50,MG,COMPRIME PELLICULE SECABLE,1 BOITE 20 COMPRIME PELLICULE, 60.00   , 37.50   , 60.00   ,G,70%
6118001150847,POLYTAR AF,GOUDRON / ZINC PYRITHIONE,1 / 1,% / %,SHAMPOOING,1 FLACON 150 ML, 121.00   , 80.00   , 121.00   ,P,0%
6118000092100,VIRECTIL 100 MG,SILDENAFIL,100,MG,COMPRIME PELLICULE,1 BOITE 1 COMPRIME PELLICULE, 68.00   , 45.00   , 68.00   ,G,0%
6118000220312,PROCTO GLYVENOL,TRIBENOSIDE / LIDOCAINE,50 / 20,MG / MG,CREME RECTALE,1 TUBE 30 G, 25.00   , 16.50   , 25.00   ,P,0%
6118001110070,HUMEX COLLUTOIRE,CHLORHYDRATE DE LIDOCAINE / CHLORURE DE BENZALKONIUM,0.3 / 0.03,G / G,COLLUTOIRE,1 FLACON 35 ML, 30.00   , 19.80   , 30.00   ,G,0%
6118001270071,DESOMEDINE,HEXAMIDINE,0.1,%,COLLYRE,1 FLACON 10 ML, 27.90   , 18.50   , 27.90   ,G,0%
6118001150717,PARAGRIPPE,SOUCHE HOMEOPATHIQUE,,NA,GLOBULE DOSE,1 BOITE 3 DOSE GLOBULE, 46.10   , 30.50   , 46.10   ,P,0%
6118001142460,WELLBUTRIN XR 150 MG,BUPROPION,150,MG,COMPRIME PELLICULE LM,1 BOITE 30 COMPRIME PELLICULE, 292.50   , 193.50   , 292.50   ,P,0%
6118001020478,TAMOXIFENE MYLAN,TAMOXIFENE,20,MG,COMPRIME,1 BOITE 30 COMPRIME, 124.30   , 77.70   , 124.30   ,G,70%
6118001020638,MARCAINE RACHIANESTHESIE,BUPIVACAINE,0.5,%,SOLUTION INJECTABLE,1 BOITE 20 FLACON, -     , 689.10   , 527.00   ,P,70%
6118000360025,ALTEC,RAMIPRIL,10,MG,GELULE,1 BOITE 30 GELULE, 80.00   , 50.00   , 80.00   ,G,70%
6118001150724,SEDATIF PC,SOUCHE HOMEOPATHIQUE,,NA,COMPRIME,1 BOITE 40 COMPRIME, 45.50   , 30.00   , 45.50   ,P,0%
6118000250708,ZOLOFT,SERTRALINE,50,MG,GELULE,1 BOITE 60 GELULE, 201.00   , 125.40   , 201.00   ,P,70%
6118001170036,ALDACTONE,SPIRONOLACTONE,75,MG,COMPRIME PELLICULE SECABLE,1 BOITE 20 COMPRIME PELLICULE SECABLE, 110.80   , 69.30   , 110.80   ,P,70%
6118000070269,BRONCOLIBER ADULTE,AMBROXOL,30,MG,SIROP,1 FLACON 200 ML, 51.00   , 33.70   , 51.00   ,G,0%
6118000061694,FLAGENTYL,SECNIDAZOLE,500,MG,COMPRIME PELLICULE SECABLE,1 BOITE 4 COMPRIME, 61.80   , 38.50   , 61.80   ,P,70%
6118000012511,FLAGENTYL,SECNIDAZOLE,500,MG,COMPRIME PELLICULE SECABLE,1 BOITE 4 COMPRIME, 61.80   , 38.50   , 61.80   ,P,70%
6118010033216,PRESTOLE,TRIAMTERENE / HYDROCHLOROTHIAZIDE,50 / 25,MG / MG,GELULE,1 BOITE 30 GELULE, 58.70   , 38.80   , 58.70   ,P,70%
6118000240402,FLUIBRON,AMBROXOL,30,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 30 SACHET, 82.00   , 54.20   , 82.00   ,G,0%
6118000280057,HUMEX RHUME,PARACETAMOL / PSEUDOEPHEDRINE,1 / 60,G / MG,COMPRIME ET GELULE,1 BOITE 16 COMPRIME, 23.50   , 15.50   , 23.50   ,G,0%
6118001110445,POSTE PENGHA,IODOFORME,15.8,%,PATE DENTAIRE,1 FLACON 12 G, 140.00   , -     , 140.00   ,P,0%
6118000220206,VOLTARENE EMULGEL,DICLOFENAC,1,%,GEL,1 TUBE 20 G, 34.20   , 22.60   , 34.20   ,P,0%
6118001070039,ALMIDE,LODOXAMIDE,0.1,%,COLLYRE,1 FLACON 5 ML, 60.20   , 39.80   , 60.20   ,P,0%
6118000061243,EXACYL,ACIDE TRANEXAMIQUE,250,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME, 28.30   , 17.70   , 28.30   ,P,70%
6118000011224,PAXELADINE,OXELADINE,0.2,%,SIROP,1 FLACON 125 ML, 18.10   , 11.90   , 18.10   ,P,0%
6118010113970,TEGUMA,TERBINAFINE,1,%,CREME,1 TUBE 15 G, 45.00   , 28.00   , 45.00   ,G,70%
6118001101061,TEGUMA,TERBINAFINE,1,%,CREME,1 TUBE 15 G, 45.00   , 28.00   , 45.00   ,G,70%
6118001220144,MAGISTRAL,SALBUTAMOL,100,µG,SUSPENSION POUR INHALATION BUCCALE,1 FLACON 200 DOSE, 40.00   , 25.00   , 40.00   ,G,70%
6118001184071,MAGISTRAL,SALBUTAMOL,100,µG,SUSPENSION POUR INHALATION BUCCALE,1 FLACON 200 DOSE, 40.00   , 25.00   , 40.00   ,G,70%
6118000070306,CETIRAL,CETIRIZINE,10,MG,COMPRIME PELLICULE,1 BOITE 15 COMPRIME ENROBE, 52.00   , 32.40   , 52.00   ,G,70%
6118001070404,MAXIDROL,DEXAMETHASONE / NEOMYCINE,0.1 / 350000,G / UI,POMMADE OPHTALMIQUE,1 TUBE 3.5 G, 22.40   , 14.80   , 22.40   ,P,0%
6118000240815,TONICALCIUM ENFANTS,ASCORBATE DE CALCIUM / ASCORBATE DE LYSINE,250 / 250,MG / MG,SOLUTION BUVABLE,1 BOITE 20 AMPOULE BUVABLE, 23.90   , 15.80   , 23.90   ,P,0%
6118001181414,ISKEDYL,DIHYDROERGOTAMINE / RAUBASINE,0.3125 / 6.25,MG / MG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE, 50.40   , 33.30   , 50.40   ,P,0%
6118001100507,OVESTIN,ESTRIOL,0.5,MG,OVULE,1 BOITE 15 OVULE, 105.50   , 69.80   , 105.50   ,P,0%
6118010125591,DOMPELIUM 1 MG / ML,DOMPERIDONE,1,MG/ML,SUSPENSION BUVABLE,1 FLACON 200 ML, 24.50   , 16.20   , 24.50   ,G,0%
6118001180899,DUROGESIC,FENTANYL,50,µG/H,DISPOSITIF TRANSDERMIQUE,1 BOITE 5 PATCH, 459.00   , 304.00   , 459.00   ,P,70%
6118000130536,CAPEN,CAPTOPRIL,50,MG,COMPRIME,1 BOITE 30 COMPRIME, 140.00   , 87.50   , 140.00   ,G,70%
6118000130314,CINABAC,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME PELLICULE, 80.00   , 49.80   , 80.00   ,G,70%
6118001100439,LIVIAL,TIBOLONE,2.5,MG,COMPRIME,1 BOITE 28 COMPRIME, 261.10   , 172.70   , 261.10   ,P,0%
6118000250388,VIAGRA,SILDENAFIL,50,MG,COMPRIME ENROBE,1 BOITE 1 COMPRIME, 92.80   , 61.40   , 92.80   ,P,0%
6118000070702,PRILVAS,ENALAPRIL,20,MG,COMPRIME SECABLE,1 BOITE 28 COMPRIME, 124.10   , 77.60   , 124.10   ,G,70%
6118001010059,EPOTIN,ERYTHROPOIETINE HUMAINE,2000,UI,SOLUTION INJECTABLE,10 FLACON 1 ML," 2,741.00   "," 2,373.00   "," 2,741.00   ",G,70%
6118001101115,CISPLATINE COOPER,CISPLATINE,50,MG,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON, 140.00   , 87.50   , 140.00   ,G,70%
6118001070916,CYMBALTA,DULOXETINE,60,MG,GELULE GASTRO-RESISTANTE,1 BOITE 28 GELULE GASTRO-RESISTANTE, 496.00   , 329.00   , 496.00   ,P,70%
6118001081400,COAPROVEL,IRBESARTAN / HYDROCHLOROTHIAZIDE,300 / 12.5,MG / MG,COMPRIME ENROBE,1 BOITE 14 COMPRIME, 131.90   , 82.40   , 131.90   ,P,70%
6118000080138,UROCTAL,NORFLOXACINE,400,MG,COMPRIME,1 BOITE 14 COMPRIME, 70.00   , 43.60   , 70.00   ,G,70%
6118001183876,ESTRAPATCH 60 µG/24 HEURES,ESTRADIOL,1.90,MG,DISPOSITIF TRANSDERMIQUE,1 BOITE 4 PATCH, 95.50   , 63.20   , 95.50   ,P,0%
6118001181308,HEXABRIX,IOXAGLATE DE SODIUM ET DE MEGLUMINE,200,MG,SOLUTION INJECTABLE,1 FLACON 100 ML, 491.60   , 325.20   , 491.60   ,P,0%
6118000190677,NEOMOX,AMOXICILLINE,500,MG,COMPRIME DISPERSIBLE,1 BOITE 24 COMPRIME, 65.40   , 40.80   , 65.40   ,G,70%
6118000033196,ASKARDIL 160MG,ACIDE ACETYLSALICYLIQUE,160,MG,COMPRIME DISPERSIBLE,1 BOITE 30 COMPRIME DISPERSIBLE, 23.80   , 15.70   , 23.80   ,G,0%
6118000091011,ULCESTOP,CIMETIDINE,400,MG,COMPRIME,1 BOITE 20 COMPRIME, 59.50   , 37.10   , 59.50   ,G,70%
6118000032663,LORCARD,AMLODIPINE,5,MG,COMPRIME,1 BOITE 14 COMPRIME, 25.00   , 15.60   , 25.00   ,G,70%
6118000170037,ADALATE RETARD,NIFEDIPINE,20,MG,COMPRIME LP,1 BOITE 20 COMPRIME, 50.80   , 31.70   , 50.80   ,P,70%
6118000021773,XEDILOL,CARVEDILOL,25,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE, 95.00   , 59.40   , 95.00   ,G,70%
6118000120360,FLAGENTYL,SECNIDAZOLE,500,MG,COMPRIME PELLICULE SECABLE,1 BOITE 4 COMPRIME, 61.80   , 40.90   , 61.80   ,P,70%
6118000060079,FLAGYL,METRONIDAZOLE,250,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME, 25.10   , 15.60   , 21.10   ,P,70%
6118000070450,GENTAMICINE LLORENTE,GENTAMICINE,120,MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE, 23.00   , 14.30   , 23.00   ,G,70%
6118001090242,MYCOSPOR ONYCHOSET,BIFONAZOLE / UREE,0.1 / 4,G / G,POMMADE,1 TUBE 10 G, 167.60   , 110.90   , 167.60   ,P,0%
6118001250813,NUPENTIN,GABAPENTINE,400,MG,GELULE,1 BOITE 60 GELULE, 231.80   , 153.30   , 231.80   ,G,0%
6118001150960,MEDIZAPIN 7.5 MG,OLANZAPINE,7.5,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE, 420.00   , 277.80   , 420.00   ,G,0%
6118010024641,MACROMAX,AZITHROMYCINE,500,MG,COMPRIME,1 BOITE 3 COMPRIME, 63.00   , 39.20   , 63.00   ,G,70%
6118000091837,MACROMAX,AZITHROMYCINE,500,MG,COMPRIME,1 BOITE 3 COMPRIME, 63.00   , 39.20   , 63.00   ,G,70%
6118000080015,BRUFEN,IBUPROFENE,400,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME, 35.30   , 22.00   , 33.00   ,P,70%
6118000013075,CO-VALSARTAN WIN 160MG/25MG,VALSARTAN / HYDROCHLOROTHIAZIDE,160 / 25,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE, 186.30   , 116.40   , 186.30   ,G,70%
6118000081203,SULFAM,GLICLAZIDE,80,MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME, 25.50   , 15.90   , 25.50   ,G,70%
6118000130185,ADIZEM,DILTIAZEM,240,MG,GELULE LP,1 BOITE 30 GELULE, 160.00   , 100.00   , 160.00   ,G,70%
6118000080534,EUPHON,CODEINE / ERYSIMUM,15 / 45,MG / MG,SIROP,1 FLACON 150 ML, 21.00   , 13.90   , 21.00   ,P,0%
6118001160495,JANUMET,SITAGLIPTINE / METFORMINE,50 / 1000,MG / MG,COMPRIME PELLICULE,1 BOITE 56 COMPRIME, 437.00   , 291.00   , 437.00   ,P,70%
6118001121205,NOVOSEVEN 120 KUI *,EPTACOG ALPHA ACTIVE ( R FVII),2.4,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 KIT," 14,149.00   "," 13,852.00   "," 14,149.00   ",P,70%
6118000270126,ACIDE EM,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 10 L, 144.00   , 90.00   , 67.30   ,P,70%
6118001150625,WARTEC,PODOPHYLLOTOXINE,0.15,%,CREME,1 TUBE 5 G, 270.00   , 178.50   , 270.00   ,P,0%
6118000080565,MUXOL,AMBROXOL,15,MG,SOLUTION BUVABLE,1 FLACON 125 ML, 27.10   , 17.90   , 27.10   ,P,0%
6118001181698,MICROPAQUE COLON,SULFATE DE BARYUM,369.52,G,POUDRE RECTALE,1 FLACON 400 G, 42.60   , 28.20   , 42.60   ,P,0%
6118000230076,DIGERVIN 40 MG,FAMOTIDINE,40,MG,COMPRIME,1 BOITE 10 COMPRIME, 65.00   , -     , 65.00   ,G,0%
6118001021154,CIPROFLOXACINE MYLAN 400 MG/200 ML,CIPROFLOXACINE,400,MG,SOLUTION POUR PERFUSION,10 POCHE 200 ML," 1,891.00   "," 1,611.00   "," 1,891.00   ",G,70%
6118000010647,ERYTHROCINE,ERYTHROMYCINE,500,MG,GRANULE POUR SOLUTION BUVABLE,1 FLACON 60 ML, 42.50   , 26.50   , 42.50   ,P,70%
6118001182688,ELISOR,PRAVASTATINE,20,MG,COMPRIME SECABLE,1 BOITE 28 COMPRIME, 414.90   , 274.50   , 147.40   ,P,70%
6118000190431,FLUIMUCIL,ACETYLCYSTEINE,200,MG,GRANULE POUR SOLUTION BUVABLE,1 BOITE 30 SACHET, 51.35   , 33.90   , 51.35   ,G,0%
6118000240570,OMEPRAL,OMEPRAZOLE,20,MG,GELULE,1 BOITE 14 GELULE, 55.00   , 34.30   , 55.00   ,G,70%
6118010019876,GENTAL,GENTAMICINE,0.3,%,COLLYRE,1 FLACON 10 ML, 20.90   , 13.00   , 20.90   ,G,70%
6118010023408,ALFAPROXINE,CIPROFLOXACINE,250,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME, 65.00   , 40.50   , 65.00   ,G,70%
6118000091394,ALFAPROXINE,CIPROFLOXACINE,250,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME, 65.00   , 40.50   , 65.00   ,G,70%
6118000080541,MEGAMAG,ASPARTATE DE MAGNESIUM,400,MG,GELULE,1 BOITE 40 GELULE, 47.40   , 31.30   , 47.40   ,P,0%
6118010123818,STREPTASE 750 000 UI,STREPTOKINASE,750000,UI,POUDRE POUR USAGE PARENTERAL,1 BOITE 1 FLACON DE LYOPHILISAT," 1,199.20   ", 793.30   ," 1,199.20   ",P,0%
6118000012061,LOCATOP,DESONIDE,0.1,%,CREME,1 TUBE 30 G, 30.00   , 18.70   , 30.00   ,P,70%
6118001141852,SERETIDE,FLUTICASONE / SALMETEROL,50 / 25,µG / µG,SUSPENSION POUR INHALATION,1 FLACON 120 DOSE, 140.00   , 87.50   , 130.00   ,P,70%
6118000060789,NAPROSYNE,NAPROXENE,500,MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE, 53.10   , 33.10   , 40.80   ,P,70%
6118000012535,NAPROSYNE,NAPROXENE,500,MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE, 53.10   , 33.10   , 40.80   ,P,70%
6118000070566,LISASPIN,ACIDE ACETYLSALICYLIQUE,100,MG,POUDRE POUR SOLUTION BUVABLE,1 BOITE 20 SACHET, 18.10   , 11.30   , 18.10   ,G,70%
6118001180875,DUROGESIC,FENTANYL,100,µG/H,DISPOSITIF TRANSDERMIQUE,1 BOITE 5 PATCH, 842.00   , 557.00   , 842.00   ,P,70%
6118001141098,SERETIDE,FLUTICASONE / SALMETEROL,100 / 50,µG / µG,POUDRE POUR INHALATION,1 DISTRIBUTEUR 60 DOSE, 199.00   , 124.40   , 199.00   ,P,70%
6118010035593,ALFATIL,CEFACLOR,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML, 74.00   , 46.10   , 74.00   ,P,70%
6118000021674,ALFATIL,CEFACLOR,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML, 74.00   , 46.10   , 74.00   ,P,70%
6118010118463,ANTARENE 20MG/ML,IBUPROFENE,2,%,SUSPENSION BUVABLE,1 FLACON 125 ML, 17.00   , 10.60   , 17.00   ,G,70%
6118000021858,ANTARENE 20MG/ML,IBUPROFENE,2,%,SUSPENSION BUVABLE,1 FLACON 125 ML, 17.00   , 10.60   , 17.00   ,G,70%
6118001020249,FENTANYL MYLAN,FENTANYL,100,µG,SOLUTION INJECTABLE,1 BOITE 1 FLACON, 7.20   , 4.60   , 7.20   ,G,0%
6118001142620,REVOLADE 25MG,ELTROMBOPAG,25,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE," 7,348.00   "," 4,861.00   "," 7,348.00   ",P,0%
6118001142613,REVOLADE 25MG,ELTROMBOPAG,25,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE," 3,673.00   "," 2,430.00   "," 3,673.00   ",P,0%
6118000080770,MICRODIOL,DESOGESTREL / ETHINYLESTRADIOL,0.15 / 0.03,MG / MG,COMPRIME,1 BOITE 21 COMPRIME, 28.40   , 18.80   , 28.40   ,P,0%
6118000021902,NOVEX,ENOXAPARINE,4000,UI ANTI-XA,SOLUTION INJECTABLE,6 SERINGUE .4 ML, 347.00   , 230.00   , 347.00   ,G,70%
6118010116018,FERO-GRAD VIT C 500,SULFATE FERREUX / ACIDE ASCORBIQUE (VITAMINE C),105 / 500,MG / MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME, 41.50   , -     , 41.50   ,P,70%
6118010001765,CEPHYL,MULTIPLE,,NA,COMPRIME,1 BOITE 60 COMPRIME, 44.00   , 29.00   , 44.00   ,P,0%
6118001050468,ROCEPHIN IM,CEFTRIAXONE,250,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON, 58.80   , 36.60   , 58.80   ,P,70%
6118000310440,FONGICAN,FLUCONAZOLE,150,MG,GELULE,1 BOITE 3 GELULE, 51.00   , 31.80   , 51.00   ,G,70%
6118001110636,CAUSTINERF SANS ARSENIC,LIDOCAINE PARAFORMALDEHYDE,37,G,PATE DENTAIRE,1 POT 4.5 G, 230.00   , -     , 230.00   ,P,0%
6118000021704,TRONID,METRONIDAZOLE,500,MG,COMPRIME,1 BOITE 20 COMPRIME, 31.00   , 19.30   , 31.00   ,G,70%
6118010028885,NEULEPTIL,PROPERICIAZINE,4,%,SOLUTION POUR GOUTTES BUVABLES,1 FLACON 30 ML, 39.10   , 24.40   , 39.10   ,P,70%
6118001182954,NEULEPTIL,PROPERICIAZINE,4,%,SOLUTION POUR GOUTTES BUVABLES,1 FLACON 30 ML, 39.10   , 24.40   , 39.10   ,P,70%
6118000250562,AZIMAX,AZITHROMYCINE,200,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 37.5 ML, 150.00   , 93.50   , 80.00   ,P,70%
6118000240327,ERY 250 MG,ERYTHROMYCINE,250,MG,GRANULE POUR SUSPENSION BUVABLE,1 BOITE 24 SACHET, 63.50   , 39.60   , 63.50   ,G,70%
6118001140428,FLUARIX,VACCIN ANTIGRIPPAL,,NA,SUSPENSION INJECTABLE,1 BOITE 1 SERINGUE PREREMPLIE, 75.00   , 46.70   , 75.00   ,P,70%
6118000031413,FLOXAM,FLUCLOXACILLINE,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 100 ML, 68.40   , 42.60   , 68.40   ,G,70%
6118001250318,GENTAL,GENTAMICINE,0.3,%,COLLYRE,1 FLACON 10 ML, 20.90   , 13.00   , 20.90   ,G,70%
6118001182084,PULVO 47 NEO,CATALASE / NEOMYCINE,800000 / 60,UI / MG,POUDRE POUR APPLICATION LOCALE,1 FLACON 4 G, 66.00   , 43.60   , 66.00   ,P,0%
6118000190165,BUCOCINE,LYSOZYME / PAPAINE,20 / 10,MG / MG,COMPRIME SUBLINGUAL,1 BOITE 20 COMPRIME SUBLINGUAL, 10.90   , 7.20   , 10.90   ,G,0%
6118010024092,DICLOPHARM,DICLOFENAC,25,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME, 26.20   , 16.30   , 26.20   ,G,70%
6118000330349,CLOPIDOGREL GT 75 MG,CLOPIDOGREL,75,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE, 255.00   , 159.90   , 255.00   ,G,70%
6118010121784,ZINOXIME 750 MG IM/IV,CEFUROXIME,750,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON, 34.20   , 21.30   , 34.20   ,G,70%
6118001271122,ZINOXIME 750 MG IM/IV,CEFUROXIME,750,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON, 34.20   , 21.30   , 34.20   ,G,70%
6118001180820,DOPAMINE PIERRE FABRE,DOPAMINE,200,MG,SOLUTION A DILUER POUR PERFUSION,20 AMPOULE 5 ML, 733.00   , 487.00   , 733.00   ,P,70%
6118001141562,ZOVIRAX,ACICLOVIR,250,MG,POUDRE POUR PERFUSION,1 BOITE 1 FLACON, 171.40   , 106.80   , 171.40   ,P,70%
6118010115981,EXJADE,DEFERASIROX,125,MG,COMPRIME DISPERSIBLE,1 BOITE 28 COMPRIME, -     ," 1,500.00   "," 1,500.00   ",P,0%
6118001030613,EXJADE,DEFERASIROX,125,MG,COMPRIME DISPERSIBLE,1 BOITE 28 COMPRIME, -     ," 1,500.00   "," 1,500.00   ",P,0%
6118001080090,PNEUMO 23,VACCIN ANTI-STREPTOCOCCUS PNEUMONIAE,,NA,SOLUTION INJECTABLE,1 SERINGUE .5 ML, 162.00   , 100.90   , 162.00   ,P,70%
6118000031840,PARANTAL,PARACETAMOL,500,MG,COMPRIME EFFERVESCENT,1 BOITE 10 COMPRIME, 10.50   , 6.50   , 10.50   ,G,70%
6118010115721,NEURLEP 50 MG,SULPIRIDE,50,MG,GELULE,1 BOITE 20 GELULE, 24.00   , 14.90   , 24.00   ,G,70%
6118000022114,NEURLEP 50 MG,SULPIRIDE,50,MG,GELULE,1 BOITE 20 GELULE, 24.00   , 14.90   , 24.00   ,G,70%
6118010035449,CEFAPEROS,CEFATRIZINE,125,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML, 49.80   , -     , 49.80   ,P,70%
6118000310402,FONGICAN,FLUCONAZOLE,150,MG,GELULE,1 BOITE 7 GELULE, 113.00   , 70.40   , 113.00   ,G,70%
6118000250340,TAHOR,ATORVASTATINE,10,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME, 147.40   , 92.10   , 147.40   ,P,70%
6118001050147,INHIBACE,CILAZAPRIL,2.5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME SECABLE, 109.70   , 68.60   , 109.70   ,P,70%
6118000220299,CYTEAL,CHLORHEXIDINE / HEXAMIDINE / CHLOROCRESOL,0.5 / 0.1 / 0.3,ML / G / G,SOLUTION MOUSSANTE POUR APPLICATION LOCALE,1 FLACON 250 ML, 29.00   , 19.15   , 29.00   ,P,0%
6118001101269,NAZAIR,FLUTICASONE,50,µG,SUSPENSION NASALE,1 FLACON 100 DOSE, 75.00   , 46.70   , 75.00   ,G,70%
6118001020355,METHOTREXATE MYLAN,METHOTREXATE,5,MG,SOLUTION INJECTABLE,10 FLACON 2 ML, 178.00   , 111.20   , 178.00   ,G,70%
6118001181148,FERO-GRAD VIT C 500,SULFATE FERREUX / ACIDE ASCORBIQUE (VITAMINE C),105 / 500,MG / MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME, 41.50   , -     , 41.50   ,P,70%
6118001142125,ZELITREX 500 MG,VALACICLOVIR,500,MG,COMPRIME ENROBE GASTRO-RESISTANT,1 BOITE 10 COMPRIME ENROBE, 206.40   , 136.50   , 206.40   ,P,0%
6118001170371,ACCUPRIL,QUINAPRIL,5,MG,COMPRIME ENROBE SECABLE,1 BOITE 28 COMPRIME ENROBE, 41.70   , 26.10   , 41.70   ,P,70%
6118010114069,MADECASSOL,CENTELLA ASIATICA,2,%,POUDRE POUR APPLICATION LOCALE,1 FLACON 2 G, 13.85   , -     , 13.85   ,P,0%
6118000170402,MADECASSOL,CENTELLA ASIATICA,2,%,POUDRE POUR APPLICATION LOCALE,1 FLACON 2 G, 13.85   , -     , 13.85   ,P,0%
6118000180838,MILIPREL,GLIMEPIRIDE,4,MG,COMPRIME,1 BOITE 30 COMPRIME, 68.40   , 42.70   , 68.40   ,G,70%
6118001271016,ONDANSETRON GT 8 MG/4ML,ONDANSETRON,8,MG,SOLUTION INJECTABLE,1 AMPOULE 4 ML, 94.00   , 58.60   , 94.00   ,G,70%
6118001100385,ANDRIOL PM,TESTOSTERONE,40,MG,CAPSULE,1 BOITE 20 COMPRIME, 75.60   , 50.00   , 75.60   ,P,0%
6118000100263,COVERSYL,PERINDOPRIL,8,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME, 405.00   , 267.90   , 200.00   ,P,70%
6118001140770,LAMICTAL,LAMOTRIGINE,50,MG,COMPRIME,1 BOITE 30 COMPRIME, 280.00   , 185.20   , 150.00   ,P,70%
6118000031673,NEOCORT,NEOMYCINE / HYDROCORTISONE,0.35 / 1,G / G,POMMADE OPHTALMIQUE,1 TUBE 5 G, 8.00   , 5.30   , 8.00   ,G,0%
6118010012945,LILLYPEN PROFIL 30,INSULINE HUMAINE,100,UI,SUSPENSION INJECTABLE INTERMEDIAIRE,1 CARTOUCHE 3 ML, 112.40   , -     , 112.40   ,P,70%
6118000130116,LOFAT,FENOFIBRATE,200,MG,GELULE,1 BOITE 30 GELULE, 112.00   , 70.00   , 112.00   ,G,70%
